SGD	GCN4	amino acid starvation-responsive transcription factor GCN4
SGD	GCN4	amino acid starvation-responsive transcription factor GCN4
SGD	GCN4	amino acid starvation-responsive transcription factor GCN4
SGD	GCN4	amino acid starvation-responsive transcription factor GCN4
SGD	GCN4	amino acid starvation-responsive transcription factor GCN4
SGD	RDS1	
SGD	RDS1	
SGD	CST6	
SGD	CST6	
SGD	CST6	
SGD	STB5	
SGD	STB5	
SGD	HMRA1	
SGD	HCM1	
SGD	MATALPHA2	homeodomain mating type protein alpha2
SGD	HMLALPHA2	homeodomain mating type protein alpha2
SGD	MAL33	transcription factor MAL33
SGD	RSC30	
SGD	RSC30	
SGD	MAC1	
SGD	MAC1	
SGD	MAC1	
SGD	STB4	
SGD	RAP1	DNA-binding transcription factor RAP1
SGD	SKO1	
SGD	SKO1	
SGD	SKO1	
SGD	SKO1	
SGD	SKO1	
SGD	SKO1	
SGD	SKO1	
SGD	SKO1	
SGD	SKO1	
SGD	SKO1	
SGD	SKO1	
SGD	SKO1	
SGD	SKO1	
SGD	ARG81	
SGD	TDA9	
SGD	TDA9	
SGD	WAR1	
SGD	WAR1	
SGD	YLL054C	
SGD	YLL054C	
SGD	YLL054C	
SGD	FPR1	peptidylprolyl isomerase FPR1
SGD	MET4	
SGD	FKH2	forkhead family transcription factor FKH2
SGD	YOX1	
SGD	YAP1	DNA-binding transcription factor YAP1
SGD	LEU3	leucine-responsive transcriptional regulator LEU3
SGD	LEU3	leucine-responsive transcriptional regulator LEU3
SGD	LEU3	leucine-responsive transcriptional regulator LEU3
SGD	LEU3	leucine-responsive transcriptional regulator LEU3
SGD	LEU3	leucine-responsive transcriptional regulator LEU3
SGD	RSF2	
SGD	RSF2	
SGD	GCR1	transcription regulator GCR1
SGD	GCR1	transcription regulator GCR1
SGD	GCR1	transcription regulator GCR1
SGD	MET31	
SGD	MET31	
SGD	MET31	
SGD	MET31	
SGD	RDR1	
SGD	SMP1	
SGD	TBS1	
SGD	TBS1	
SGD	PIP2	oleate-activated transcription factor PIP2
SGD	PIP2	oleate-activated transcription factor PIP2
SGD	PIP2	oleate-activated transcription factor PIP2
SGD	PIP2	oleate-activated transcription factor PIP2
SGD	PIP2	oleate-activated transcription factor PIP2
SGD	HAP5	
SGD	ARR1	
SGD	ARR1	
SGD	ARR1	
SGD	YPR196W	putative maltose-responsive transcription factor
SGD	TYE7	
SGD	TEA1	
SGD	TEC1	
SGD	TEC1	
SGD	TEC1	
SGD	TEC1	
SGD	NRG2	
SGD	REB1	DNA-binding protein REB1
SGD	EDS1	
SGD	PZF1	
SGD	OAF1	oleate-activated transcription factor OAF1
SGD	OAF1	oleate-activated transcription factor OAF1
SGD	OAF1	oleate-activated transcription factor OAF1
SGD	OAF1	oleate-activated transcription factor OAF1
SGD	OAF1	oleate-activated transcription factor OAF1
SGD	GAL4	galactose-responsive transcription factor GAL4
SGD	GAL4	galactose-responsive transcription factor GAL4
SGD	GAL4	galactose-responsive transcription factor GAL4
SGD	GAL4	galactose-responsive transcription factor GAL4
SGD	GAL4	galactose-responsive transcription factor GAL4
SGD	GAL4	galactose-responsive transcription factor GAL4
SGD	GAL4	galactose-responsive transcription factor GAL4
SGD	YAR1	
SGD	USV1	
SGD	AFT2	
SGD	AFT2	
SGD	HMS1	
SGD	CRZ1	DNA-binding transcription factor CRZ1
SGD	CRZ1	DNA-binding transcription factor CRZ1
SGD	CRZ1	DNA-binding transcription factor CRZ1
SGD	FAP1	
SGD	RDS2	gluconeogenesis transcription factor RDS2
SGD	RDS2	gluconeogenesis transcription factor RDS2
SGD	TBF1	
SGD	RLM1	
SGD	RLM1	
SGD	MSN1	
SGD	INO4	
SGD	INO4	
SGD	HAL9	
SGD	HAL9	
SGD	RTG1	
SGD	RTG1	
SGD	RTG1	
SGD	RTG1	
SGD	CAT8	DNA-binding transcription factor CAT8
SGD	CAT8	DNA-binding transcription factor CAT8
SGD	CAT8	DNA-binding transcription factor CAT8
SGD	PUL4	
SGD	PUL4	
SGD	RGM1	
SGD	RGM1	
SGD	HOT1	
SGD	HOT1	
SGD	CEP3	
SGD	GAT2	
SGD	EUC1	
SGD	MOT3	
SGD	MOT3	
SGD	MOT3	
SGD	MOT3	
SGD	WTM2	transcriptional modulator
SGD	WTM2	transcriptional modulator
SGD	RTG3	
SGD	RTG3	
SGD	RTG3	
SGD	SEF1	
SGD	SEF1	
SGD	SEF1	
SGD	TOD6	
SGD	HAP3	
SGD	HAP3	
SGD	HAP3	
SGD	PDR3	drug-responsive transcription factor PDR3
SGD	PDR3	drug-responsive transcription factor PDR3
SGD	PDR3	drug-responsive transcription factor PDR3
SGD	ROX1	
SGD	ROX1	
SGD	SDD4	
SGD	SDD4	
SGD	YRM1	
SGD	YRM1	
SGD	SUT2	
SGD	HAA1	
SGD	HAA1	
SGD	HAA1	
SGD	YRR1	
SGD	YRR1	
SGD	YRR1	
SGD	YRR1	
SGD	SFL1	
SGD	SFL1	
SGD	SFL1	
SGD	SFL1	
SGD	AZF1	
SGD	AZF1	
SGD	DAL81	
SGD	YAP5	
SGD	MET28	
SGD	ACA1	
SGD	ACA1	
SGD	ACA1	
SGD	GLN3	nitrogen-responsive transcriptional regulator GLN3
SGD	MIG3	
SGD	MIG3	
SGD	MIG3	
SGD	MIG3	
SGD	FKH1	forkhead family transcription factor FKH1
SGD	FKH1	forkhead family transcription factor FKH1
SGD	FKH1	forkhead family transcription factor FKH1
SGD	FKH1	forkhead family transcription factor FKH1
SGD	FKH1	forkhead family transcription factor FKH1
SGD	FKH1	forkhead family transcription factor FKH1
SGD	FKH1	forkhead family transcription factor FKH1
SGD	ASG1	
SGD	XBP1	
SGD	XBP1	
SGD	XBP1	
SGD	XBP1	
SGD	VHR1	
SGD	VHR1	
SGD	PPR1	
SGD	PPR1	
SGD	PPR1	
SGD	STP1	
SGD	STP1	
SGD	STP1	
SGD	STP1	
SGD	STP1	
